-5050	2481
-5047	2485
-5044	2477
-5041	2468
-5038	2458
-5035	2464
-5032	2461
-5029	2457
-5026	2466
-5023	2444
-5020	2452
-5017	2463
-5014	2463
-5011	2459
-5008	2451
-5005	2450
-5002	2446
-4999	2456
-4996	2447
-4993	2453
-4990	2450
-4987	2455
-4984	2450
-4981	2457
-4978	2448
-4975	2470
-4972	2461
-4969	2444
-4966	2457
-4963	2453
-4960	2452
-4957	2457
-4954	2457
-4951	2447
-4948	2448
-4945	2455
-4942	2442
-4939	2448
-4936	2452
-4933	2451
-4930	2459
-4927	2461
-4924	2461
-4921	2454
-4918	2464
-4915	2455
-4912	2451
-4909	2451
-4906	2458
-4903	2441
-4900	2437
-4897	2453
-4894	2457
-4891	2455
-4888	2447
-4885	2429
-4882	2409
-4879	2399
-4876	2382
-4873	2386
-4870	2377
-4867	2359
-4864	2369
-4861	2352
-4858	2362
-4855	2370
-4852	2385
-4849	2411
-4846	2426
-4843	2448
-4840	2478
-4837	2506
-4834	2540
-4831	2604
-4828	2655
-4825	2683
-4822	2719
-4819	2752
-4816	2788
-4813	2830
-4810	2818
-4807	2837
-4804	2859
-4801	2861
-4798	2878
-4795	2885
-4792	2880
-4789	2857
-4786	2851
-4783	2852
-4780	2831
-4777	2813
-4774	2798
-4771	2756
-4768	2737
-4765	2699
-4762	2672
-4759	2642
-4756	2619
-4753	2582
-4750	2565
-4747	2538
-4744	2512
-4741	2479
-4738	2470
-4735	2445
-4732	2440
-4729	2438
-4726	2433
-4723	2416
-4720	2410
-4717	2422
-4714	2406
-4711	2404
-4708	2403
-4705	2396
-4702	2386
-4699	2375
-4696	2388
-4693	2368
-4690	2376
-4687	2351
-4684	2344
-4681	2343
-4678	2335
-4675	2328
-4672	2334
-4669	2333
-4666	2351
-4663	2367
-4660	2392
-4657	2416
-4654	2453
-4651	2467
-4648	2527
-4645	2568
-4642	2613
-4639	2678
-4636	2726
-4633	2782
-4630	2847
-4627	2895
-4624	2934
-4621	2981
-4618	2996
-4615	3025
-4612	3040
-4609	3045
-4606	3023
-4603	2999
-4600	2974
-4597	2946
-4594	2903
-4591	2864
-4588	2798
-4585	2745
-4582	2694
-4579	2637
-4576	2601
-4573	2544
-4570	2513
-4567	2475
-4564	2446
-4561	2419
-4558	2407
-4555	2395
-4552	2385
-4549	2407
-4546	2405
-4543	2409
-4540	2408
-4537	2412
-4534	2418
-4531	2429
-4528	2438
-4525	2429
-4522	2425
-4519	2425
-4516	2416
-4513	2400
-4510	2397
-4507	2388
-4504	2373
-4501	2378
-4498	2373
-4495	2397
-4492	2418
-4489	2428
-4486	2467
-4483	2502
-4480	2545
-4477	2608
-4474	2667
-4471	2735
-4468	2808
-4465	2882
-4462	2960
-4459	3047
-4456	3110
-4453	3172
-4450	3245
-4447	3306
-4444	3353
-4441	3379
-4438	3385
-4435	3395
-4432	3380
-4429	3352
-4426	3314
-4423	3270
-4420	3203
-4417	3126
-4414	3049
-4411	2965
-4408	2879
-4405	2806
-4402	2725
-4399	2657
-4396	2603
-4393	2557
-4390	2520
-4387	2473
-4384	2468
-4381	2449
-4378	2458
-4375	2449
-4372	2479
-4369	2506
-4366	2536
-4363	2556
-4360	2582
-4357	2609
-4354	2643
-4351	2664
-4348	2681
-4345	2680
-4342	2683
-4339	2666
-4336	2651
-4333	2652
-4330	2626
-4327	2620
-4324	2574
-4321	2555
-4318	2547
-4315	2525
-4312	2531
-4309	2520
-4306	2541
-4303	2568
-4300	2607
-4297	2650
-4294	2683
-4291	2741
-4288	2801
-4285	2876
-4282	2959
-4279	3028
-4276	3119
-4273	3201
-4270	3276
-4267	3339
-4264	3393
-4261	3434
-4258	3483
-4255	3509
-4252	3531
-4249	3524
-4246	3513
-4243	3487
-4240	3456
-4237	3392
-4234	3339
-4231	3281
-4228	3215
-4225	3154
-4222	3060
-4219	2976
-4216	2913
-4213	2843
-4210	2775
-4207	2709
-4204	2665
-4201	2617
-4198	2573
-4195	2526
-4192	2514
-4189	2482
-4186	2453
-4183	2456
-4180	2444
-4177	2438
-4174	2437
-4171	2441
-4168	2436
-4165	2448
-4162	2450
-4159	2463
-4156	2462
-4153	2447
-4150	2443
-4147	2466
-4144	2444
-4141	2446
-4138	2450
-4135	2439
-4132	2451
-4129	2440
-4126	2433
-4123	2456
-4120	2470
-4117	2492
-4114	2533
-4111	2582
-4108	2649
-4105	2713
-4102	2793
-4099	2879
-4096	2966
-4093	3075
-4090	3162
-4087	3276
-4084	3370
-4081	3487
-4078	3585
-4075	3664
-4072	3748
-4069	3820
-4066	3866
-4063	3912
-4060	3924
-4057	3921
-4054	3891
-4051	3853
-4048	3776
-4045	3681
-4042	3584
-4039	3469
-4036	3343
-4033	3215
-4030	3100
-4027	2965
-4024	2847
-4021	2725
-4018	2658
-4015	2572
-4012	2526
-4009	2482
-4006	2470
-4003	2486
-4000	2490
-3997	2532
-3994	2553
-3991	2604
-3988	2654
-3985	2700
-3982	2733
-3979	2776
-3976	2796
-3973	2823
-3970	2818
-3967	2804
-3964	2778
-3961	2749
-3958	2715
-3955	2686
-3952	2636
-3949	2602
-3946	2593
-3943	2579
-3940	2601
-3937	2626
-3934	2690
-3931	2773
-3928	2882
-3925	3020
-3922	3167
-3919	3360
-3916	3533
-3913	3743
-3910	3959
-3907	4144
-3904	4329
-3901	4522
-3898	4659
-3895	4785
-3892	4873
-3889	4940
-3886	4966
-3883	4979
-3880	4933
-3877	4855
-3874	4778
-3871	4649
-3868	4493
-3865	4322
-3862	4130
-3859	3938
-3856	3757
-3853	3534
-3850	3375
-3847	3201
-3844	3054
-3841	2929
-3838	2803
-3835	2710
-3832	2644
-3829	2599
-3826	2571
-3823	2545
-3820	2559
-3817	2565
-3814	2587
-3811	2586
-3808	2610
-3805	2622
-3802	2626
-3799	2633
-3796	2630
-3793	2635
-3790	2618
-3787	2602
-3784	2589
-3781	2576
-3778	2549
-3775	2537
-3772	2509
-3769	2512
-3766	2498
-3763	2512
-3760	2526
-3757	2547
-3754	2580
-3751	2622
-3748	2680
-3745	2741
-3742	2808
-3739	2894
-3736	2968
-3733	3059
-3730	3146
-3727	3228
-3724	3326
-3721	3412
-3718	3473
-3715	3547
-3712	3617
-3709	3675
-3706	3705
-3703	3716
-3700	3718
-3697	3731
-3694	3708
-3691	3686
-3688	3626
-3685	3576
-3682	3512
-3679	3404
-3676	3346
-3673	3279
-3670	3178
-3667	3076
-3664	2980
-3661	2887
-3658	2797
-3655	2712
-3652	2651
-3649	2582
-3646	2525
-3643	2486
-3640	2462
-3637	2441
-3634	2434
-3631	2428
-3628	2427
-3625	2451
-3622	2476
-3619	2492
-3616	2519
-3613	2531
-3610	2535
-3607	2555
-3604	2541
-3601	2569
-3598	2572
-3595	2587
-3592	2588
-3589	2615
-3586	2646
-3583	2704
-3580	2740
-3577	2835
-3574	2928
-3571	3074
-3568	3213
-3565	3396
-3562	3565
-3559	3796
-3556	4017
-3553	4258
-3550	4502
-3547	4771
-3544	5000
-3541	5247
-3538	5437
-3535	5603
-3532	5747
-3529	5850
-3526	5884
-3523	5897
-3520	5844
-3517	5736
-3514	5607
-3511	5417
-3508	5231
-3505	4989
-3502	4723
-3499	4462
-3496	4212
-3493	3938
-3490	3698
-3487	3445
-3484	3246
-3481	3055
-3478	2899
-3475	2771
-3472	2678
-3469	2604
-3466	2585
-3463	2567
-3460	2571
-3457	2600
-3454	2644
-3451	2687
-3448	2712
-3445	2769
-3442	2808
-3439	2823
-3436	2852
-3433	2826
-3430	2818
-3427	2812
-3424	2778
-3421	2743
-3418	2713
-3415	2678
-3412	2632
-3409	2639
-3406	2656
-3403	2668
-3400	2718
-3397	2790
-3394	2864
-3391	2966
-3388	3086
-3385	3215
-3382	3358
-3379	3510
-3376	3645
-3373	3776
-3370	3902
-3367	4025
-3364	4114
-3361	4181
-3358	4230
-3355	4248
-3352	4259
-3349	4220
-3346	4183
-3343	4092
-3340	3992
-3337	3880
-3334	3762
-3331	3613
-3328	3485
-3325	3345
-3322	3212
-3319	3069
-3316	2949
-3313	2828
-3310	2729
-3307	2635
-3304	2575
-3301	2525
-3298	2485
-3295	2462
-3292	2434
-3289	2427
-3286	2418
-3283	2433
-3280	2458
-3277	2458
-3274	2467
-3271	2488
-3268	2513
-3265	2523
-3262	2526
-3259	2551
-3256	2555
-3253	2561
-3250	2555
-3247	2561
-3244	2556
-3241	2547
-3238	2563
-3235	2572
-3232	2585
-3229	2627
-3226	2655
-3223	2710
-3220	2795
-3217	2891
-3214	3020
-3211	3160
-3208	3319
-3205	3516
-3202	3717
-3199	3940
-3196	4157
-3193	4408
-3190	4653
-3187	4907
-3184	5132
-3181	5393
-3178	5576
-3175	5770
-3172	5912
-3169	6054
-3166	6128
-3163	6169
-3160	6169
-3157	6117
-3154	6018
-3151	5869
-3148	5691
-3145	5487
-3142	5237
-3139	4962
-3136	4701
-3133	4397
-3130	4136
-3127	3865
-3124	3617
-3121	3389
-3118	3216
-3115	3045
-3112	2929
-3109	2841
-3106	2781
-3103	2762
-3100	2764
-3097	2781
-3094	2829
-3091	2885
-3088	2943
-3085	2992
-3082	3048
-3079	3089
-3076	3118
-3073	3143
-3070	3137
-3067	3148
-3064	3125
-3061	3080
-3058	3047
-3055	3009
-3052	2974
-3049	2964
-3046	2950
-3043	2967
-3040	3012
-3037	3079
-3034	3175
-3031	3337
-3028	3484
-3025	3697
-3022	3926
-3019	4174
-3016	4432
-3013	4721
-3010	4966
-3007	5244
-3004	5484
-3001	5716
-2998	5877
-2995	6025
-2992	6091
-2989	6150
-2986	6164
-2983	6123
-2980	6045
-2977	5912
-2974	5753
-2971	5561
-2968	5345
-2965	5088
-2962	4845
-2959	4563
-2956	4292
-2953	4024
-2950	3784
-2947	3538
-2944	3318
-2941	3117
-2938	2956
-2935	2806
-2932	2690
-2929	2601
-2926	2532
-2923	2495
-2920	2465
-2917	2457
-2914	2479
-2911	2483
-2908	2517
-2905	2518
-2902	2535
-2899	2566
-2896	2569
-2893	2591
-2890	2578
-2887	2594
-2884	2608
-2881	2613
-2878	2642
-2875	2634
-2872	2680
-2869	2712
-2866	2797
-2863	2890
-2860	3003
-2857	3147
-2854	3315
-2851	3516
-2848	3731
-2845	4009
-2842	4269
-2839	4571
-2836	4866
-2833	5162
-2830	5469
-2827	5764
-2824	6039
-2821	6280
-2818	6473
-2815	6651
-2812	6759
-2809	6817
-2806	6804
-2803	6752
-2800	6634
-2797	6465
-2794	6268
-2791	6013
-2788	5752
-2785	5432
-2782	5120
-2779	4771
-2776	4458
-2773	4120
-2770	3852
-2767	3587
-2764	3357
-2761	3142
-2758	2981
-2755	2866
-2752	2784
-2749	2737
-2746	2742
-2743	2739
-2740	2777
-2737	2820
-2734	2879
-2731	2915
-2728	2945
-2725	2967
-2722	2974
-2719	2968
-2716	2932
-2713	2895
-2710	2857
-2707	2831
-2704	2817
-2701	2838
-2698	2904
-2695	3012
-2692	3184
-2689	3410
-2686	3680
-2683	4051
-2680	4476
-2677	5024
-2674	5555
-2671	6216
-2668	6894
-2665	7653
-2662	8411
-2659	9151
-2656	9844
-2653	10575
-2650	11199
-2647	11747
-2644	12188
-2641	12492
-2638	12678
-2635	12788
-2632	12702
-2629	12488
-2626	12191
-2623	11743
-2620	11211
-2617	10577
-2614	9877
-2611	9175
-2608	8355
-2605	7564
-2602	6851
-2599	6124
-2596	5499
-2593	4935
-2590	4439
-2587	3988
-2584	3645
-2581	3350
-2578	3143
-2575	2980
-2572	2864
-2569	2805
-2566	2783
-2563	2790
-2560	2811
-2557	2857
-2554	2896
-2551	2929
-2548	2953
-2545	2962
-2542	2957
-2539	2949
-2536	2920
-2533	2867
-2530	2812
-2527	2761
-2524	2718
-2521	2668
-2518	2622
-2515	2596
-2512	2570
-2509	2546
-2506	2561
-2503	2583
-2500	2623
-2497	2663
-2494	2715
-2491	2752
-2488	2817
-2485	2888
-2482	2939
-2479	2992
-2476	3067
-2473	3116
-2470	3186
-2467	3219
-2464	3254
-2461	3296
-2458	3311
-2455	3329
-2452	3342
-2449	3355
-2446	3334
-2443	3306
-2440	3283
-2437	3239
-2434	3184
-2431	3137
-2428	3058
-2425	2990
-2422	2916
-2419	2848
-2416	2781
-2413	2698
-2410	2630
-2407	2568
-2404	2519
-2401	2476
-2398	2447
-2395	2439
-2392	2443
-2389	2450
-2386	2454
-2383	2466
-2380	2495
-2377	2523
-2374	2553
-2371	2563
-2368	2581
-2365	2586
-2362	2574
-2359	2573
-2356	2562
-2353	2542
-2350	2545
-2347	2562
-2344	2603
-2341	2679
-2338	2813
-2335	3007
-2332	3277
-2329	3638
-2326	4067
-2323	4612
-2320	5231
-2317	5970
-2314	6745
-2311	7620
-2308	8562
-2305	9583
-2302	10577
-2299	11557
-2296	12465
-2293	13362
-2290	14116
-2287	14838
-2284	15424
-2281	15883
-2278	16163
-2275	16297
-2272	16238
-2269	16032
-2266	15666
-2263	15103
-2260	14450
-2257	13597
-2254	12717
-2251	11722
-2248	10698
-2245	9596
-2242	8624
-2239	7614
-2236	6714
-2233	5865
-2230	5140
-2227	4512
-2224	4009
-2221	3582
-2218	3315
-2215	3100
-2212	3009
-2209	2980
-2206	2980
-2203	3033
-2200	3083
-2197	3143
-2194	3178
-2191	3204
-2188	3203
-2185	3185
-2182	3136
-2179	3071
-2176	2992
-2173	2930
-2170	2881
-2167	2851
-2164	2871
-2161	2911
-2158	3039
-2155	3219
-2152	3457
-2149	3768
-2146	4115
-2143	4530
-2140	4986
-2137	5440
-2134	5914
-2131	6378
-2128	6803
-2125	7225
-2122	7566
-2119	7851
-2116	8028
-2113	8125
-2110	8153
-2107	8057
-2104	7896
-2101	7663
-2098	7406
-2095	7080
-2092	6747
-2089	6375
-2086	6000
-2083	5614
-2080	5223
-2077	4837
-2074	4502
-2071	4180
-2068	3896
-2065	3629
-2062	3416
-2059	3242
-2056	3085
-2053	2972
-2050	2879
-2047	2818
-2044	2785
-2041	2766
-2038	2763
-2035	2763
-2032	2776
-2029	2791
-2026	2804
-2023	2823
-2020	2845
-2017	2884
-2014	2876
-2011	2905
-2008	2922
-2005	2903
-2002	2896
-1999	2898
-1996	2861
-1993	2826
-1990	2791
-1987	2745
-1984	2721
-1981	2701
-1978	2702
-1975	2729
-1972	2809
-1969	2962
-1966	3151
-1963	3407
-1960	3790
-1957	4270
-1954	4813
-1951	5493
-1948	6246
-1945	7204
-1942	8178
-1939	9213
-1936	10192
-1933	11261
-1930	12249
-1927	13226
-1924	14107
-1921	14878
-1918	15420
-1915	15809
-1912	15992
-1909	15995
-1906	15752
-1903	15272
-1900	14681
-1897	13899
-1894	12905
-1891	11890
-1888	10806
-1885	9697
-1882	8657
-1879	7533
-1876	6570
-1873	5704
-1870	5015
-1867	4459
-1864	4086
-1861	3910
-1858	3880
-1855	4041
-1852	4336
-1849	4725
-1846	5166
-1843	5671
